username,text,date,
Portal R7.com,Mulher que foi baleada grávida comemora vida do filho https://t.co/huHV7doMVp https://t.co/XE0X16WLMi,2019-05-17 09:30:00 UTC,
Dê,Meio baleada da saúde e com sono. Sextou! 😁,2019-05-17 09:28:52 UTC,
San,"Acho que eu mando textão pra ela todo dia.. eu tô muito baleada, meus amô.",2019-05-17 04:12:55 UTC,
Shooter,Minha internet tá baleada,2019-05-17 03:47:42 UTC,
Iae,fiquei meia baleada do nada,2019-05-17 02:10:38 UTC,
William Amorim,Mulher que foi baleada grávida comemora vida do filho https://t.co/ruaCMtz8Y4,2019-05-17 01:06:36 UTC,
hm kk,"tava resfriadona de cama, ainda to meia baleada mas comi mo copao de sorvete",2019-05-17 00:11:01 UTC,
Beats,@fernandasbosque Esse foi pra @flowerfreire arara baleada,2019-05-16 23:54:55 UTC,
Geminiana💕,Foi quem baleada https://t.co/KZiLRaeqbU,2019-05-16 23:13:02 UTC,
dédé,@Alckmmin24 c ta me chamando de rata baleada amg,2019-05-16 23:09:24 UTC,
Andressa Lima,"@deboraabelo KKKKK moça,nada contra,mais tem muita rata baleada no caminho",2019-05-16 23:08:34 UTC,
Gabriela Maria,Essas cenas sempre emocionam primeiro foi a Susana chorando com a Cátia baleada nos braços e agora a Becas chorando pela Cláudia.,2019-05-16 23:03:48 UTC,
- Queridinha🥰,- Era so um churrasco no dia dos namorados entre os solteiros kkk minha tropa ta baleada😂,2019-05-16 22:56:44 UTC,
YoYo💜🌻,"@JamilyGomes17 ATENÇÃO!!!!!!!
UMA JOVEM MORREU BALEADA DE TANTA BELEZA 😍😍😍😍😍💕💜💜💜💜💜",2019-05-16 22:54:33 UTC,
Júlio César,Crl a mina passou aqui baleada mano que isso esses cara são muito covarde,2019-05-16 22:48:46 UTC,
Victor Ávila 🔴⚫,@RodolphoLima10 A lataria tá baleada msm menor kkkkk,2019-05-16 22:41:00 UTC,
MAG,"@MoraisLorrani eita, soldada baleada",2019-05-16 22:22:33 UTC,
Mãe do Érico 💙,@Pablozilla Sdds mãe da Salete Marquezine sendo baleada ao som de Faint,2019-05-16 22:01:05 UTC,
compre fantasy na revista jequeti,"Tive um sonho horrível está noite 
Sonhei que era baleada e tinha uma experiência de quase morte 
Foi horrível",2019-05-16 21:58:38 UTC,
MassaNews.com,"Adolescente é baleada pelo ex-namorado em Colombo
https://t.co/Nni1ABJwnr https://t.co/82VCmU82Y1",2019-05-16 20:42:37 UTC,
Luiz Orioni,Criança baleada com tiro de fuzil nas costas morre em hospital https://t.co/apydwcvHuV,2019-05-16 19:51:05 UTC,
Caroles p crl✌️🤪,"Que mulher, fui baleada em cheio no coração, olhem só, que musa, muito maravigold, Jesus amado 👌😍💕 https://t.co/pLtMhYJkoj",2019-05-16 19:07:45 UTC,
Festival Teen,"Conheça Malala Yousafzai, jovem baleada por defender a educação
https://t.co/Y7vn7Y9JIA https://t.co/TbP7R9T4fS",2019-05-16 19:00:30 UTC,
paminha,@peixotorafael_ fui baleada,2019-05-16 18:55:23 UTC,
tô nem aí 🏰🐰,"eu não aguento o cleber comentando as fotos do João, nenéns se encontrem logo para ser baleada de vez",2019-05-16 18:24:48 UTC,
let,KKKKKK cara acabei de achar uma foto minha completamente BALEADA pós castelo,2019-05-16 18:11:51 UTC,
marivilhosa 🦋,"@bchartsnet Sem defeito nenhum, tô jogada de baleada",2019-05-16 15:09:42 UTC,
B E LA 👑👸,@ErikaDayanne8 Fui baleada amg kkkkk,2019-05-16 14:53:44 UTC,
Isaac Santos,Criança baleada em tiroteio na Vila Aliança tem morte cerebral https://t.co/agZcusltmZ via @radiotupi,2019-05-16 14:23:19 UTC,
CAOS no RIO,🗞 RJ: criança baleada com tiro de fuzil nas costas tem morte cerebral https://t.co/JofujRje4h,2019-05-16 14:07:22 UTC,
Rádio Tupi,"Família pretender doar os órgãos do menino Kauã Vítor Rozário, de 11 anos
https://t.co/XSnX5SZWty",2019-05-16 14:02:57 UTC,
Eduardo Casagrande,Deus por favor faz a guria do meu ônibus ser baleada hoje amém,2019-05-16 13:28:39 UTC,
