username,text,date,
deus é fiel.,@donato947 Ontem foi um assalto a mao armada.vergonhosa arbitragem sempre contra o botafogo pb,2019-05-14 17:50:13 UTC,
Sao_Mateus_News,É um assalto: Disse bandidos a comerciante no bairro Caiçaras em São Mateus ES https://t.co/I9uEor9LuS,2019-05-14 17:41:48 UTC,
alexis ✩ ✈️ SYtour,"@yeontazn eu sou do tiro de janeiro, passa a bolsa, é um assalto! 😂",2019-05-14 17:38:50 UTC,
TheMetaphysicsOfTheHangman,@Sporting_CP @Atleti @LucianoVietto Fartinho desta corja que tomou o meu clube de assalto! https://t.co/URYcdcdQVK,2019-05-14 17:37:44 UTC,
Charlei Roger,Filósofa petista a favor do assalto sai do Brasil após um assalto https://t.co/O1hcSRvpX4,2019-05-14 17:34:31 UTC,
WORD_NEWS ®,Bandido é detido com crise de riso após vitima reagir ao assalto com letras de Gilberto Gil. https://t.co/eHib7O3VsG,2019-05-14 17:33:31 UTC,
Fabgol Do Bronx,Hj é dia de assalto,2019-05-14 17:33:23 UTC,
Rafa🌼,@7JLima Do quinto assalto!,2019-05-14 17:32:37 UTC,
Thalitaaa,Hoje é dia de assalto então vou roubar o hype pra mim 🎶,2019-05-14 17:30:31 UTC,
brasilnoticiasorg,Três suspeitos de assalto a banco são localizados e morrem em tiroteio com policiais https://t.co/FDN8PnzZaI https://t.co/4q79eP71Cn,2019-05-14 17:29:18 UTC,
Fábio Paulino Ribeiro,Pessoal alguém aí tem notícias do assalto no Atacadão em Palmas-To ?,2019-05-14 17:27:21 UTC,
Jordana,"Mais um dia mais um assalto na minha quadra, isso ta pior q Goiânia e olha q eu moro no centro",2019-05-14 17:27:00 UTC,
Emmy,@damnlorena Isso também! Depois quer reclamar de assalto,2019-05-14 17:26:44 UTC,
Milena Rios,A cara do assalto mas eu quero https://t.co/JsS1lQpo2Z,2019-05-14 17:23:56 UTC,
Diga Salvador,Operação Integrada localiza grupo que participou de assalto a banco em Barreiras - https://t.co/Xo2oYPMqYx https://t.co/A2IRbmkBDS,2019-05-14 17:21:20 UTC,
super suave,@beatrizrmlh virou um assalto?,2019-05-14 17:16:09 UTC,
Jessica Gomes,"@mariaedmello_ Não acredito, perdeu onde? Ou foi assalto mesmo?",2019-05-14 17:15:00 UTC,
Eduardo ☭,Eu acabei de presenciar um assalto,2019-05-14 17:08:52 UTC,
Sara,Presenciar um assalto em plena luz do dia jesus,2019-05-14 17:04:40 UTC,
Revista Claudio,segurança de banco não devia usar arma nunca pq não vai impedir assalto nenhum mesmo,2019-05-14 17:03:10 UTC,
Betty_fortalece6,Eis que me perguntam quem Assalto a geladera a noite e comeu o brigadeiro todo// #Riverdale https://t.co/arLMFgrZZV,2019-05-14 17:00:52 UTC,
Pérola  ✨,A cara do assalto esse ponto 😂,2019-05-14 16:58:04 UTC,
vitu,tomando de assalto antes do barco afundar,2019-05-14 16:57:18 UTC,
Camila,Triste ficar na dúvida se você vai ou não em um show gratuito que você quer muito por medo de assalto,2019-05-14 16:53:48 UTC,
Da Cor do Pecado 🖤,A cara do Assalto https://t.co/8w7sqviRIK,2019-05-14 16:53:04 UTC,
Folha de Dourados,"Mulher reage a assalto, é derrubada e agredida com socos e chutes https://t.co/REetfhPhvq",2019-05-14 16:51:11 UTC,
Aninha,Que onda de assalto é essa aqui em pg mermão,2019-05-14 16:50:51 UTC,
Lari 🌚🌈,@muiitasanas Se fosse eu levantava igual uma maluca desesperada achando que é assalto,2019-05-14 16:48:08 UTC,
Bahia Ligada,Preso terceiro envolvido em assalto a ônibus na Linha Verde https://t.co/pDUR3tHtWj https://t.co/GjqlQJEZxY,2019-05-14 16:47:42 UTC,
Todtinha sua,@leonardccruz @nanda_bnaguiar Assalto ao vivo,2019-05-14 16:46:31 UTC,
Eueu,auge eu e Veronica descendo do campus com medo de assalto,2019-05-14 16:46:00 UTC,
Rádio Online Hits,Câmeras flagram assalto a idoso... (O Mundo está perdido). https://t.co/tiDnmCxBpD,2019-05-14 16:42:31 UTC,
São Gonçalo • RJ,"Flagrante de assalto em posto de combustíveis no #Pita
https://t.co/CBCUJKaZt9 https://t.co/UeVBONhE6B",2019-05-14 16:42:22 UTC,
Lorrany 💥,"Tão lindo, a cara do assalto KKKKKK https://t.co/6HqY2jPFdl",2019-05-14 16:38:49 UTC,
luaninha,@Caio027x e ser assaltado também,2019-05-17 15:12:29 UTC,
Arya Stark,@yannpeclat final de semana tá aííííí! to sumido do wpp pq fui assaltado... foda,2019-05-17 15:08:55 UTC,
Teixeirinha,@Theus_Matos @jvdcampos @ManUtdBR Todo ano sendo assaltado por alguém com o segundo uniforme do United 🤣,2019-05-17 15:07:07 UTC,
TV Jornal,"Grupo de evangélicos é assaltado e suspeitos são baleados após o crime
https://t.co/jh38ldJpHv https://t.co/X7CVpwEbOG",2019-05-17 14:58:15 UTC,
luana,"@ferlage_ Simmm n faz sentido wi fi em transcol, quem vai querer arriscar tirar o cel da bolsa e conectar na wi fi p ser assaltado??",2019-05-17 14:38:23 UTC,
Renato de Troia,@sol_slopes @Pat1932 Eu nunca soube dum caso que alguém comendo bana tenha sido assaltado.,2019-05-17 14:28:11 UTC,
Leandro B.,"@eduardisse bicha, depois que eu fui assaltado e vi gente sendo, nunca mais fui. tu vai amore?",2019-05-17 14:24:14 UTC,
flor luiza,Marido foi assaltado ontem e meu coração tá 100% grato porque ele voltou são e salvo pra casa.,2019-05-17 14:23:19 UTC,
Michel Matheus,@julliocardia @g1 Isso quando não é fake blitz e você ainda é assaltado!,2019-05-17 14:14:57 UTC,
Minas Hoje,Mototaxista foi assaltado e esfaqueado em São Gotardo - Minas Hoje https://t.co/R43mVdD3Bt,2019-05-17 14:01:32 UTC,
Raissa Puntel,"Essa noite foi pesada pra quem conversa comigo, um foi parar no hospital, outro foi quase assaltado, credinho",2019-05-17 13:52:26 UTC,
Augusto,@lua_albani @patternagainst Eu já fui assaltado ali também uó,2019-05-17 13:51:43 UTC,
𝕞 𝕒 𝕥 𝕙 𝕖 𝕦 𝕤,"todo dia eu vejo alguém dizendo que foi assaltado nesse twitter, é assustador",2019-05-17 13:42:04 UTC,
Martin Kothe,"rookie foi assaltado esse jogo, levaram os itens dele",2019-05-17 13:26:22 UTC,
Veralice de Sá Sanches,"@brasil247 Mentira!🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥🤥Para isso... deveria ter assaltado os cofres públicos, assim como o PT.",2019-05-17 13:21:35 UTC,
157,terminar o namoro dói mas ser assaltado pqp,2019-05-17 13:03:19 UTC,
▫️andré,Se tem dois lugares q eu nunca vou ser assaltado é no meu bairro Passo das Pedras(POA) e na São Pedro(Alvorada),2019-05-17 13:02:16 UTC,
sem celular,"Jhota é muito lindo, não em botou de culpado por ser assaltado.",2019-05-17 12:56:49 UTC,
Rádio Caxias,Soldado do Exército é assaltado em parada de ônibus. Confira em: https://t.co/gmDSVP6Ufr #RádioCaxias #CaxiasDoSul,2019-05-17 12:55:55 UTC,
victoria,@olucasbc mas assim só não seja assaltado ok?,2019-05-17 12:32:27 UTC,
caôxangô,Fui assaltado ontem e estou na baixa total,2019-05-17 12:05:47 UTC,
Bruno Mezzomo,"Jovem é assaltado em escadaria da Praça Centenário, no centro de Bento https://t.co/zQtQ5Nxkos #Noticia",2019-05-17 12:04:24 UTC,
Paulo wynderson💸,"Rapaziada olho aberto ai pelas ruas, acabei de ser assaltado na rua do roberta",2019-05-17 12:03:32 UTC,
Arthur Paiva,"Caralho, meus amigos tão tudo sendo assaltado, credo, Deus me dibre",2019-05-17 12:03:08 UTC,
la vem,atualizaçao: acordei so p ser assaltado https://t.co/5tbKK3Amqw,2019-05-17 11:58:20 UTC,
Ubert,"7:15 da manhã assaltado no trabalho, SEXTOU",2019-05-17 11:43:34 UTC,
Frozen dos mares ⚓,"Não aguento mais saber que alguém foi assaltado aqui no bairro. Todo dia, cara!",2019-05-17 11:38:54 UTC,
ProfJorgeAbreu,"Você já foi assaltado?

#Enquete #Sextou #Sextafeira #SDVGERAL #Sextadetremura #sdvsf #sdvporquesou #SDV",2019-05-17 11:32:41 UTC,
Guizão,"Fala rapazi,então fui assaltado e levaram meu celular, então quem precisar falar comigo entre em contato com meu pai ou com a minha namorada",2019-05-17 11:30:34 UTC,
Douglas,Oito da manhã e eu pensei que ia ser assaltado vai tomar no cu,2019-05-17 11:18:34 UTC,
Alana,Bom dia triste pq o menino q eu gosto foi assaltado 😪,2019-05-17 10:57:45 UTC,
Menor Porra Louca 😠✌️,"Estou sem celular, fui assaltado se alguém tiver mandando mensagens pra vocês pelo meu cllr des considere não é eu..",2019-05-17 10:52:08 UTC,
Will,E nem fui assaltado...,2019-05-17 10:30:09 UTC,
Ch. Braga,Hj em dia do de pegar o busão na madruga sem ser assaltado já é uma vitória.,2019-05-17 10:06:34 UTC,
Thay🌻,Chateada que ontem o boy foi assaltado no ônibus da Machado. Ainda não superei 😕🙁,2019-05-17 10:05:04 UTC,
aqua ♒,Tô com a cabeça quente com essa notícia que o ft foi assaltado,2019-05-17 09:34:29 UTC,
Tribu,o show tava massa pacarai aí Léo vai e é assaltado kkkk merda do carai perdi o show de Xandy,2019-05-17 08:56:09 UTC,
sarah,@_igoroda Na vdd ele achou que ia ser assaltado.,2019-05-17 08:47:13 UTC,
renegado,"eu tiro um cochilo de 9min e sonho que estou sendo assaltado, já não basta na vida real

olha sinceramente...",2019-05-17 08:24:32 UTC,
Quase nada,"No outro sonho eu fui assaltado em uma rua escura, e eu senti osbsocos q os caras me deram, eu senti tudo",2019-05-17 07:55:17 UTC,
Élio Kohut,vPosto de combustíveis é assaltado em Imbituva https://t.co/0LryGl8hCs https://t.co/7oKAJpodZM,2019-05-17 05:59:44 UTC,
couto,assaltado na porra da esquina de casa com 3g de md é dinheiro p pagar conta,2019-05-17 05:34:54 UTC,
Nigganardo,@comoassimcafe foi assaltado,2019-05-17 05:11:39 UTC,
gaid,@braian fui assaltado ouvindo o último @podcastEuTavaLa como faz?????,2019-05-17 05:06:32 UTC,
C u n h a 🇦🇹,@141Prates Assaltado ?,2019-05-17 04:36:13 UTC,
Maria,"@_mvb98 gu foi assaltado, mas tá bem graças a deus",2019-05-17 04:04:16 UTC,
Well,Mlk da minha rua comprou  moto ontem foi assaltado hj e morto por uns vagabundo,2019-05-17 03:55:31 UTC,
brian!,"Se você está andando sozinho, escuta o barulho de uma moto e não sente medo de ser assaltado, você é privilegiado SIM!",2019-05-17 03:19:37 UTC,
Math Chaggy,"@Haddad_Fernando Claro, quando vc for assaltado, conte uma história para o assaltante",2019-05-17 03:14:28 UTC,
O outro Fellipe,@OMIRANHAKA Pqp foi assaltado e virou vagabundo akakakakakkaka,2019-05-17 03:14:25 UTC,
Nathalia Leão,Ser assaltado é ruim demais!! PQP,2019-05-17 03:11:44 UTC,
ALGUÉMaleatorio,"@_agathakaline Não foi bem uma oportunidade, eu fui assaltado e tomei trauma de ssir na rua",2019-05-17 03:02:37 UTC,
fuiroubadonaomechamanozap,@julieplopes fui assaltado . to sem celular . nem adianta chamar nenem :C,2019-05-17 02:55:08 UTC,
gaid,"eu depois de ser assaltado: :(
eu depois de ser assaltado mas vendo o video do anão que apanhou: :)",2019-05-17 02:51:47 UTC,
Jhonathas Ferreira,"Meu tio foi assaltado, o bom é que só levaram o celular, podiam ter levado o carro, por exemplo, mas ainda bem que não.",2019-05-17 02:51:34 UTC,
Aegon I,"estranho, ngm fez piadinha com o assaltado do último aniversário",2019-05-17 02:38:59 UTC,
🍀,"mais um dia o povo da minha sala quase sendo assaltado dnv, q deus me dibre",2019-05-17 02:37:07 UTC,
guilherme,quer ser assaltado? vai pra virada cultural,2019-05-17 02:35:43 UTC,
J L Menezes,"@leonardohoff @RdGuaibaOficial Acho que não, por não suportar mais ser assaltado que o brasileiro cometeu o grave erro de votar e, Bolsonaro",2019-05-17 02:26:42 UTC,
pam,"Ônibus que minha avó estava foi assaltado, e ela ta na delegacia e eu tô desesperada tentando fala c ela dnv😫😫😫",2019-05-17 02:25:49 UTC,
Vitor Reis,"Fui assaltado, que raiva",2019-05-17 02:22:36 UTC,
Fellipe Monteiro,"quase fui assaltado na passarela, corri pra crl... brota um a um fdp",2019-05-17 02:07:00 UTC,
it's your boy,"gosta de ze droguinha, até ser assaltada por um",2019-05-17 15:16:05 UTC,
Victória Bertaco,Ser assaltada 7:15 da manhã na porta de casa é foda,2019-05-17 15:10:11 UTC,
Cindoca ⚓,"Eu só desliguei a internet do celular e meu pai achando que eu tinha sido assaltada, mas gente eu nem saio de casa",2019-05-17 15:05:16 UTC,
'Thales.,@jessdaniele_ e sendo assaltada,2019-05-17 15:03:39 UTC,
baby,Falei q ia embora do bagui cedo e fui embora 4 da manhã correno igual um bicho c medo de se assaltada consciente q tinha aula hj,2019-05-17 15:01:27 UTC,
Rafaela Silva,@joycellarm achei que no final vc ia falar que foi assaltada,2019-05-17 14:58:20 UTC,
- Negroooo,"Ela foi assaltada ontem me ligo toda nervos , me senti impotente de poder está perto dela pra defender ... Na verdade eu senti raiva",2019-05-17 14:48:24 UTC,
Carole,Quase fui assaltada na porta da escola mais uma vezzzzz,2019-05-17 14:45:49 UTC,
Ayslin✨,pedro parou de carro p me dar oi e eu achei q ia ser assaltada HSHSHSHJSJS,2019-05-17 14:45:02 UTC,
PLANTÃO POLICIAL,"Estudante é ameaçada e assaltada por adolescente, em Belo Oriente PLANTÃO POLICIAL - https://t.co/bcYZsfLNov https://t.co/TwFJtCKEAF",2019-05-17 14:43:16 UTC,
Taylane Favacho,Fui assaltada sexta passada,2019-05-17 14:43:09 UTC,
Tchuca Sonsa 😄,"Kassiane foi assaltada 💔
Babou nossas maluquice",2019-05-17 14:40:07 UTC,
joão felipe biancardi,"gente, a boca de fumo de queimados foi assaltada de novo????",2019-05-17 14:30:54 UTC,
isaaa,"Iria na Virada só pra ver o show dela, MAS não quero ser assaltada, então 🤷🏻‍♀️",2019-05-17 14:19:49 UTC,
Luiza,@lua_albani Uó amiga!! Fui assaltada ontem também,2019-05-17 14:17:57 UTC,
Dry,"veiiiii, que susto da porra, nunca mais posso dizer que nunca fui assaltada, porque eu fui e foi horrível, tô em choq até agora",2019-05-17 14:16:47 UTC,
Buru,"Bom dia

https://t.co/QEjxlYDA8y",2019-05-17 14:16:40 UTC,
Denise santos,Vídeo: turista que viaja pelo Nordeste de bicicleta é assaltada e espancada em Maceió https://t.co/WZSkXH8n8g via @PortalTNH1,2019-05-17 14:16:09 UTC,
Maurício,"To mais sentindo pela minha prima que com essa, foi a sétima, SÉTIMA vez que foi assaltada!",2019-05-17 14:14:32 UTC,
rai,Todos os shows que eu quero ir são de madrugada. E o medo de ir e ser assaltada??,2019-05-17 14:09:58 UTC,
gab 🇦🇹,"eu sonhei que tinha sido assaltada, voltei p casa toda espiada",2019-05-17 14:08:41 UTC,
Lukako 💢,Não estou acreditando que a boca de fumo foi assaltada kkkk,2019-05-17 14:07:45 UTC,
Devendo 70 mil dólares,"E mainha, que alarmou a família dizendo que eu tinha sido assaltada, sendo que eu estava em casa, DORMINDO?",2019-05-17 13:57:57 UTC,
acabada,o tanto que sou sortuda de nunca ter sido assaltada é incrível pois só ando com fone de ouvido na rua,2019-05-17 13:46:40 UTC,
a tal da bj bj,"Junior ficou preocupada q estou sem celular e pensou q tinha sido assaltada, um dos únicos q me procurou ❤️",2019-05-17 13:44:09 UTC,
Jesca,"Primeira parada ja foi, agora eu e minha amg estamos em uma uma rua e o medo é de ser assaltada kkkkkkk a gnt eh louca",2019-05-17 13:20:25 UTC,
I'm not princess,"um cara me seguiu ate a parada né ""agr pronto, vou ser assaltada na ribeira"" chegando na parada ""moça, vc tem whatsapp?"" KKKKKKK",2019-05-17 13:19:59 UTC,
neto,"Vc paga oftalmo aí dps tem que pagar armação e lente, meu amigo a pessoa é assaltada sem nem perceber",2019-05-17 13:19:47 UTC,
Joyce,Bom dia pra quem? Sonhei q fui assaltada (pra variar),2019-05-17 13:19:02 UTC,
Bruna,"Mano,quase fui assaltada hj pqp",2019-05-17 13:16:50 UTC,
ma,"Fora a parte que sonhei que levei 3 tiros e fui assaltada de novo, dormi bem essa noite",2019-05-17 13:14:11 UTC,
a.,minha amiga foi assaltada coitada,2019-05-17 12:57:50 UTC,
Bárbara Yohana,ontem achei q ia ser assaltada,2019-05-17 12:57:07 UTC,
vi,"carreguei o peso do notebook a toa, morrendo de medo de ser assaltada",2019-05-17 12:54:41 UTC,
Cover do Luo F7TRJ,Nem o tráfico tá seguro ! Kkkkk https://t.co/Hrtp3chqM1,2019-05-17 12:43:54 UTC,
daniela（ゝ。∂）,"e agora q uma mulher me ligo falando que foi assaltada 
eu: ah entao que bom
e desliguei, ve se eu tenho saco p isso irmao",2019-05-17 12:43:09 UTC,
larissa,"Já to desanimando de morar em Sama, já não é a primeira vez que sou assaltada aqui. Quero voltar pra roça",2019-05-17 12:42:27 UTC,
bru 🦋,O medo de sair na minha rua e ser assaltada.,2019-05-17 12:41:29 UTC,
Minas Hoje,"Casal de idosos, de 74 e 91 anos, teve casa assaltada em Teófilo Otoni, bandidos levaram cerca R$ 3,500 - Minas Hoje https://t.co/dPL72nOEI9",2019-05-17 12:38:49 UTC,
Ananda Praia,Sonhei q fui assaltada em um busão aff,2019-05-17 12:32:27 UTC,
larissa,"Em plena sexta, 6:50 da manhã, indo pra ufes, sou assaltada no ponto de ônibus",2019-05-17 12:25:44 UTC,
lee,Desde quando eu fui assaltada não consigo mas dormi no ônibus,2019-05-17 12:22:32 UTC,
pedro,não me chamem pra roles sonhei que estava sendo assaltada,2019-05-17 12:21:40 UTC,
Eneas,"@DamaresAlves Bom trabalho! Não caminhe a pé em Belém, você seria assaltada.",2019-05-17 12:13:45 UTC,
Iodine Rhenium Neônio ⚛️,"@gugachacra Eu só queria fazer minha viagem de ônibus tranquila sem correr o risco de ser assaltada, só isso! #Paz",2019-05-17 12:12:07 UTC,
Anne Willmer,e ia sendo assaltada por isso rs,2019-05-17 12:10:07 UTC,
zoldre,Bom dia só pra quem foi assaltada hoje,2019-05-17 12:03:29 UTC,
Luiza,Boa sexta para quem se fui assaltada ontem????????,2019-05-17 12:03:18 UTC,
Blog do Juares,Farmácia é assaltada no bairro Viégas em Camaquã https://t.co/20isPN8STN,2019-05-17 11:57:01 UTC,
Sil Maia,O RJ não é para amadores kkklkkk https://t.co/NdcCLYA0OE,2019-05-17 11:47:28 UTC,
vi,@rayridade eu fui assaltada de novo,2019-05-17 11:43:23 UTC,
bїa,Ok a Carolina perdeu os óculos dela num moche e ligou à avó às 3 da manhã a mentir que tinha sido assaltada 😂,2019-05-17 11:36:24 UTC,
Carol Rodrigues,Ontem eu paguei 15 reais num pastel de queijo. Me sinto assaltada.,2019-05-17 11:29:30 UTC,
Sistema MPA,Equipe de venda de lotes é assaltada no povoado de Ripas https://t.co/8hQG8kDKuh,2019-05-17 11:28:30 UTC,
Hechyllen 💫,Quase assaltada de novo mas tudo normal por aqui,2019-05-17 11:25:05 UTC,
ℜ𝔞𝔮𝔲𝔢𝔩🦋,Vou para massama com uma mala da Lacoste ou sou assaltada ou sou violada e assaltada,2019-05-17 11:23:45 UTC,
tayna nunca mais serei soft?,o medo de ser assaltada nas ruas do umuarama eh real d+,2019-05-17 11:20:59 UTC,
enniy skz/atiny,@yunhoxx @ATEEZofficial Aí que tristeza ): eu quase fui assaltada aaaa então melhor ficar aí dentro mesmo,2019-05-17 11:17:34 UTC,
Jr Lemos!,"E a boca de fumo que foi assaltada, em? 😂",2019-05-17 10:59:31 UTC,
euⓂigueel,"Quarta-feira professora de história puxou o celular da minha mão na aula
Sexta-feira ela foi assaltada
😕",2019-05-17 10:54:45 UTC,
𝒯𝒽𝒶𝒾𝓃𝒶,"Fui assaltada 5:50 da manha indo trabalhar, levaram tudo :(",2019-05-17 10:47:20 UTC,
Mandy,"Uma hora dessa eu sendo assaltada, plmds",2019-05-17 10:08:07 UTC,
Gabriela Machado,"E minha mãe que quase foi assaltada indo pro serviço, ela voltou pra casa desesperada coitada",2019-05-17 09:39:08 UTC,
Karoline,Essa semana eu sonhei que era assaltada 2x,2019-05-17 09:23:26 UTC,
❀,o auge da vida brasileira é ter que correr na chuva se esconder atrás de um carro se sujar toda de lama pra não ser assaltada,2019-05-17 09:16:08 UTC,
Madame satã,"Bom dia, mais um dia pronta pra ir trabalhar e esperando ficar mais tarde pra diminuir os riscos de ser assaltada",2019-05-17 08:56:18 UTC,
Perdigoto,"@anaaclara_vp A uns 5 anos minha irmã foi assaltada ali, muito complicado aquele pedaço, é deserto, mal iluminado. Foda..",2019-05-17 08:56:07 UTC,
Duda,"cara, fui assaltada DUAS VEZES EM MENOS DE UMA HORA PQP QUE RAIVA",2019-05-17 07:46:03 UTC,
Camila,parou de ir pra escola prq? — Fui assaltada voltando da escola e nunca ms voltei kkkkkk https://t.co/3QPGGWabUC,2019-05-17 05:35:23 UTC,
Evellyn Silva,cara acho q esse ano eu vou pra virada cultural medo de ser assaltada,2019-05-17 05:33:19 UTC,
Rebeca ✨,Só não fui assaltada hj pq neguei de entregar o celular de cara e em seguida chegou o ônibus,2019-05-17 04:46:02 UTC,
Ana mars,aaaaaa queimados KKKKK https://t.co/SCYanYekLa,2019-05-17 04:18:25 UTC,
amanda,assaltada dias perfeitos,2019-05-17 04:18:22 UTC,
Evelyn,"paguei 5 reais num churros
tô me sentindo assaltada",2019-05-17 04:17:18 UTC,
Cecília Kelly,E eu que quase fui assaltada na porta da minha casa 🤦🏽‍♀️,2019-05-17 04:15:20 UTC,
Ravena ♡,quase fui assaltada .,2019-05-17 04:02:32 UTC,
tabomcheiroso,"Li uma notícia: boca de fumo é assaltada em queimados.

KKKKK 
Parecia a boca do babuíno, o cara pedia fiado, ainda batia nele.",2019-05-17 04:00:21 UTC,
Single 💫,Minha ficha ainda não caiu que eu fui assaltada😭😭,2019-05-17 03:56:08 UTC,
Thaís,@sthefany_vick1 ela ficou cheia de medo de ser assaltada no ônibus e acabou q foi assaltada na esquina de casa. é osso mn,2019-05-17 03:52:43 UTC,
FabricioBertin,Brasil não é lugar pra novatos ! https://t.co/HuM7vzxz7x,2019-05-17 03:52:24 UTC,
Sóbria e triste,"Hi guys. Aos meus amigos, não me mandem mensagem no whats app, fui assaltada. não levei uma facada, né, mas tá de boa!",2019-05-17 03:51:31 UTC,
Ju,"Fui assaltada 2 vezes em 1 mês. 
2 celulares perdidos",2019-05-17 03:45:00 UTC,
َfernandø ‎⎊ k-12,@yoongina_twt tinha q vir pro rio de janeiro pra ela ser assaltada a cada esquina,2019-05-17 03:38:15 UTC,
dracarys,o ódio que dá quando tu és assaltada e simplesmente não pode fazer nada,2019-05-17 03:37:24 UTC,
Astrid,Eu odeio ser mulher vim em um caminho mega esquisito e minha ultima preocupação era ser assaltada,2019-05-17 03:28:03 UTC,
gabizera 😛,"depois que esse inferno e assaltada ela reclama, tb fica com ess celular na mão, sério da vontade de dar na cara dela as vezes",2019-05-17 03:24:50 UTC,
Gabitch,"fui assaltada, rolou arma, andei de viatura, rolê 100%",2019-05-17 03:23:48 UTC,
Inevitável,Queimados é a única cidade que a boca de fuma é assaltada,2019-05-17 03:21:26 UTC,
Luiza,Trabalhar para ser assaltada ao chegar cansada.,2019-05-17 03:18:32 UTC,
krol,Passar na Leopoldina a essa hr é pedir pra ser assaltada pqp,2019-05-17 03:18:28 UTC,
lariS,cansada de ser assaltada...,2019-05-17 03:16:32 UTC,
Kelsy,"@elliesaad Meus sentimentos 😢
Foi assaltada?",2019-05-17 03:10:19 UTC,
𝒑𝒂𝒄𝒉𝒆𝒄𝒐,"eu pensando que minha casa tava sendo assaltada e era só meu pai abrindo o portão de casa, que barulhão orra",2019-05-17 03:00:38 UTC,
👑 Rainha do Egito 👑,Vc vai se beneficiar porque não vai tá sozinho então pode ser que iniba um assalto e ela de não ser assaltada e/ou violentada,2019-05-17 02:58:42 UTC,
Izabela Assumpção,@TAguiarlopes Corri de um carro que parou do meu lado e quase cai achando que ia ser assaltada kkkkkkk,2019-05-17 02:42:10 UTC,
brooke winner,@gabrielejstn COMO ASSIM TU FOI ASSALTADA,2019-05-17 02:39:28 UTC,
viniciusbraga,Oxê que onda https://t.co/Gzro4bBjKn,2019-05-17 02:39:18 UTC,
marcelly,"Todo dia é um medo de ser assaltada... Cara, que sensação horrível, só Deus! 😥",2019-05-17 02:38:07 UTC,
Letícia,"ranço de quando a Kaylane demora a entrar nas redes sociais, ela ter sido assaltada foi a pior coisa😤",2019-05-17 02:36:31 UTC,
Giovana Bonfim,"Quase fui assaltada hoje, obrigada Deus por me proteger",2019-05-17 02:34:33 UTC,
Bia,"Deu tudo certo hoje eu andando de ônibus, não fui assaltada e vivi grandes aventuras 🙌🏽",2019-05-17 02:28:42 UTC,
Irmã do Jorel,Eu tinha certeza que ia ser assaltada ! No cu não passava um pensamento de uma lêndea.,2019-05-17 02:23:16 UTC,
seven,"Uma vergonha, 14 anos de inoperância e de roubo ao país! Agora o culpado é o governo atual? https://t.co/gEhia427bS",2019-05-17 15:16:57 UTC,
sabs, d-9 ♥️,"3,50 UM SUFLAIR MANO QUE ROUBO
MEU DINHEIRO NÃO DEU E SÓ DEU PRO SALGADINHO",2019-05-17 15:16:23 UTC
C. Aquino,Nova postagem no blog: Emulação Pelas Próprias Mãos: A Estranha História Do Roubo Da Década https://t.co/3FrVgPMyNY,2019-05-17 15:12:54 UTC,
Edison Santiago,"Agora o roubo nas oitavas vai ser 3x pior, realmente foi uma excelente ideia o tweet https://t.co/EDoBDrGIzi",2019-05-17 15:12:20 UTC,
Pk,@ambudafolha Kkkkkk imposto é roubo.,2019-05-17 15:12:00 UTC,
‏y,@hrrypoesie amiga um roubo????? oq q eu n faco pelo meu velhinho😭,2019-05-17 15:05:13 UTC,
Fernanda,"""Não é corte, é contingenciamento.""

Não foi roubo, foi desvio de recursos.",2019-05-17 15:03:50 UTC,
‏y,agr q eu parei p ver esta taxa de conveniência eh ROUBO @EventimBrasil,2019-05-17 15:03:22 UTC,
Altair Barroso,Polícia recupera caminhão durante roubo de carga no Rio | Rio de Janeiro | G1 https://t.co/ks2PcPuIUm,2019-05-17 15:03:00 UTC,
George,@nonsensenariz @JuanSavedraRS Imposto é roubo,2019-05-17 14:58:31 UTC,
Para trás inditoso esquerdista,"@annaligia @jairbolsonaro Tem que sonegar mesmo, imposto é roubo",2019-05-17 14:58:03 UTC,
CentralHostingBR,@whatsappsbr Oi comp posso recuperar meu Numero por que Uma pessoa roubo e ativou o PIN e tenho o meu CHIP se quiser conferir,2019-05-17 14:52:20 UTC,
julio carvalho,@fefeatriz Político ou relacionados à estes no Brasil é tudo roubo e coisas erradas.,2019-05-17 14:51:02 UTC,
Alexsander Camargos,"@izzynobre ""Imposto é roubo!?"" 😂Assim passa a mensagem mais rápido. #libertarianismo",2019-05-17 14:50:25 UTC,
Leonardo Oliveira,"@canalpremiere ate quanto vcs vao cobrar 99 reais para ter o conteúdo? 
@Esp_Interativo veio para nos ajudar com esse roubo!",2019-05-17 14:47:00 UTC,
falandoseriobacabal,HOMEM É PRESO POR CRIME DE ROUBO MAJORADO E ASSOCIAÇÃO CRIMINOSA EM PRESIDENTE DUTRA.: A… https://t.co/9q0DjnndE3,2019-05-17 14:45:35 UTC,
stress,"eu só espero que não venha mais ninguém
aí eu tenho você só pra mim
roubo teu sono, quero teu tudo
se mais alguém vier não vou notar",2019-05-17 14:45:01 UTC,
Paulin,"Vou falar na lata, a cbf deveria acabar, é muito roubo",2019-05-17 14:35:59 UTC,
Paulin,"Cara, eu odeio a Cbf, essas convocações é muito roubo d empresários, eu desejo a morte para todos esses ladrões",2019-05-17 14:35:36 UTC,
